name,MOTU_1_LS_afcon_L286,MOTU_1_LS_afcon_L291,MOTU_1_LS_afcon_L292,MOTU_1_LS_afcon_L820,MOTU_2_LS_afmuy_L907,MOTU_3_LS_afrei_L773,MOTU_3_LS_afrei_L777,MOTU_3_LS_afrei_L778,MOTU_3_LS_afrei_L779,MOTU_4_LS_aftri_L179,MOTU_4_LS_aftri_L180,MOTU_4_LS_aftri_L182,MOTU_5_LS_brn_L930,MOTU_5_LS_brn_L931,MOTU_5_LS_brn_L932,MOTU_6_LS_con_L210,MOTU_6_LS_con_L211,MOTU_7_LS_elo_L1041,MOTU_7_LS_elo_L1046,MOTU_7_LS_elo_L1047,MOTU_7_LS_elo_L287,MOTU_7_LS_elo_L300,MOTU_7_LS_elo_L305,MOTU_7_LS_elo_L307,MOTU_7_LS_elo_L308,MOTU_7_LS_elo_L309,MOTU_8_LS_gar_L293,MOTU_8_LS_gar_L294,MOTU_8_LS_gar_L295,MOTU_8_LS_gar_L296,MOTU_8_LS_gar_L298,MOTU_9_LS_macR_B061,MOTU_9_LS_macR_B086,MOTU_9_LS_macR_B087,MOTU_9_LS_macR_B088,MOTU_9_LS_macR_B089,MOTU_10_LS_mac_B082,MOTU_10_LS_mac_L083,MOTU_10_LS_mac_L085,MOTU_10_LS_mac_L178,MOTU_10_LS_mac_L212,MOTU_10_LS_mac_L225,MOTU_10_LS_mac_L290,MOTU_10_LS_mac_L890,MOTU_10_LS_mac_L891,MOTU_11_LS_muy_L913,MOTU_11_LS_muy_L914,MOTU_11_LS_muy_L915,MOTU_12_LS_obt_B074,MOTU_12_LS_obt_B075,MOTU_12_LS_obt_B077,MOTU_12_LS_obt_B100,MOTU_12_LS_obt_B101,MOTU_12_LS_obt_B102,MOTU_12_LS_obt_B103,MOTU_12_LS_obt_L004,MOTU_12_LS_obt_L007,MOTU_12_LS_obt_L008,MOTU_12_LS_obt_L009,MOTU_12_LS_obt_L013,MOTU_12_LS_obt_L016,MOTU_12_LS_obt_L282,MOTU_12_LS_obt_L283,MOTU_12_LS_obt_L547,MOTU_12_LS_obt_L548,MOTU_13_LS_piv2_B140,MOTU_13_LS_piv2_B141,MOTU_13_LS_piv2_B142,MOTU_13_LS_piv2_B144,MOTU_14_LS_piv_B060,MOTU_14_LS_piv_B076,MOTU_14_LS_piv_B078,MOTU_14_LS_piv_B093,MOTU_14_LS_piv_B094,MOTU_14_LS_piv_B095,MOTU_14_LS_piv_B096,MOTU_14_LS_piv_B097,MOTU_14_LS_piv_B098,MOTU_14_LS_piv_B099,MOTU_14_LS_piv_L002,MOTU_14_LS_piv_L003,MOTU_14_LS_piv_L005,MOTU_14_LS_piv_L006,MOTU_14_LS_piv_L010,MOTU_14_LS_piv_L011,MOTU_14_LS_piv_L014,MOTU_14_LS_piv_L284,MOTU_14_LS_piv_L371,MOTU_15_LS_rei_B072,MOTU_15_LS_rei_B073,MOTU_15_LS_rei_L338,MOTU_15_LS_rei_L339,MOTU_15_LS_rei_L341,MOTU_15_LS_rei_L342,MOTU_15_LS_rei_L343,MOTU_15_LS_rei_L353,MOTU_15_LS_rei_L355,MOTU_16_LS_sil_L084,MOTU_17_LS_sp08_B031,MOTU_17_LS_sp08_B070,MOTU_17_LS_sp08_B071,MOTU_17_LS_sp08_B090,MOTU_17_LS_sp08_L253,MOTU_17_LS_sp08_L266,MOTU_17_LS_sp08_L267,MOTU_17_LS_sp08_L268,MOTU_17_LS_sp08_L269,MOTU_17_LS_sp08_L314,MOTU_17_LS_sp08_L315,MOTU_17_LS_sp08_L316,MOTU_17_LS_sp08_L320,MOTU_18_LS_tri_L519,MOTU_18_LS_tri_L618,MOTU_18_LS_tri_L621,MOTU_18_LS_tri_L690,MOTU_18_LS_tri_L955
MOTU_4_LS_aftri_L180,11.76279,11.76279,11.76279,11.76279,8.05832,11.52548,11.52548,11.52548,11.52548,0.0,0.0,0.0,15.09205,15.09205,15.09205,11.5566,11.5566,12.54379,12.54379,12.54379,12.75299,12.54379,12.54379,12.54379,12.54379,12.54379,15.09205,15.09205,15.09205,15.09205,15.09205,8.97349,8.97349,8.97349,8.97349,8.97349,7.08649,7.08649,7.08649,7.08649,7.08649,7.08649,7.08649,7.08649,7.08649,14.59583,14.59583,14.59583,14.02694,14.02694,14.02694,14.22246,14.41852,14.41852,14.203,14.02694,14.02694,13.81235,14.02694,14.02694,14.02694,14.02694,14.02694,14.02694,14.02694,14.85236,14.63497,14.63497,14.63497,14.00741,14.00741,14.00741,14.00741,14.00741,14.00741,14.203,14.203,14.203,14.203,14.00741,14.00741,14.00741,14.00741,14.00741,14.00741,14.00741,14.00741,14.00741,11.52548,11.52548,11.52548,11.52548,11.52548,11.52548,11.52548,11.52548,11.52548,14.87323,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,6.33176,6.33176,6.33176,6.33176,6.33176
MOTU_4_LS_aftri_L182,11.76279,11.76279,11.76279,11.76279,8.05832,11.52548,11.52548,11.52548,11.52548,0.0,0.0,0.0,15.09205,15.09205,15.09205,11.5566,11.5566,12.54379,12.54379,12.54379,12.75299,12.54379,12.54379,12.54379,12.54379,12.54379,15.09205,15.09205,15.09205,15.09205,15.09205,8.97349,8.97349,8.97349,8.97349,8.97349,7.08649,7.08649,7.08649,7.08649,7.08649,7.08649,7.08649,7.08649,7.08649,14.59583,14.59583,14.59583,14.02694,14.02694,14.02694,14.22246,14.41852,14.41852,14.203,14.02694,14.02694,13.81235,14.02694,14.02694,14.02694,14.02694,14.02694,14.02694,14.02694,14.85236,14.63497,14.63497,14.63497,14.00741,14.00741,14.00741,14.00741,14.00741,14.00741,14.203,14.203,14.203,14.203,14.00741,14.00741,14.00741,14.00741,14.00741,14.00741,14.00741,14.00741,14.00741,11.52548,11.52548,11.52548,11.52548,11.52548,11.52548,11.52548,11.52548,11.52548,14.87323,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,12.56071,6.33176,6.33176,6.33176,6.33176,6.33176
MOTU_5_LS_brn_L930,9.02472,9.02472,9.02472,9.02472,13.67851,8.82748,8.82748,8.82748,8.82748,15.09205,15.09205,15.09205,0.0,0.0,0.0,8.24039,8.24039,8.08395,8.08395,8.08395,8.27926,8.08395,8.08395,8.08395,8.08395,8.08395,8.46152,8.46152,8.46152,8.46152,8.46152,13.15632,13.15632,13.15632,13.15632,13.15632,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,11.92137,11.92137,11.92137,7.50255,7.50255,7.50255,7.6833,7.67147,7.86452,7.86452,7.50255,7.50255,7.6956,7.50255,7.50255,7.50255,7.50255,7.50255,7.50255,7.50255,9.43636,9.23715,9.23715,9.23715,8.85522,8.85522,8.85522,8.85522,8.85522,8.85522,9.03874,9.03874,9.03874,9.03874,8.85522,8.85522,8.85522,8.85522,8.85522,8.85522,8.85522,8.85522,8.85522,9.22274,9.22274,9.22274,9.22274,9.22274,9.22274,9.22274,9.22274,9.22274,9.85326,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,14.47992,14.47992,14.47992,14.47992,14.47992
MOTU_5_LS_brn_L931,9.02472,9.02472,9.02472,9.02472,13.67851,8.82748,8.82748,8.82748,8.82748,15.09205,15.09205,15.09205,0.0,0.0,0.0,8.24039,8.24039,8.08395,8.08395,8.08395,8.27926,8.08395,8.08395,8.08395,8.08395,8.08395,8.46152,8.46152,8.46152,8.46152,8.46152,13.15632,13.15632,13.15632,13.15632,13.15632,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,11.92137,11.92137,11.92137,7.50255,7.50255,7.50255,7.6833,7.67147,7.86452,7.86452,7.50255,7.50255,7.6956,7.50255,7.50255,7.50255,7.50255,7.50255,7.50255,7.50255,9.43636,9.23715,9.23715,9.23715,8.85522,8.85522,8.85522,8.85522,8.85522,8.85522,9.03874,9.03874,9.03874,9.03874,8.85522,8.85522,8.85522,8.85522,8.85522,8.85522,8.85522,8.85522,8.85522,9.22274,9.22274,9.22274,9.22274,9.22274,9.22274,9.22274,9.22274,9.22274,9.85326,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,14.47992,14.47992,14.47992,14.47992,14.47992
MOTU_5_LS_brn_L932,9.02472,9.02472,9.02472,9.02472,13.67851,8.82748,8.82748,8.82748,8.82748,15.09205,15.09205,15.09205,0.0,0.0,0.0,8.24039,8.24039,8.08395,8.08395,8.08395,8.27926,8.08395,8.08395,8.08395,8.08395,8.08395,8.46152,8.46152,8.46152,8.46152,8.46152,13.15632,13.15632,13.15632,13.15632,13.15632,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,11.92137,11.92137,11.92137,7.50255,7.50255,7.50255,7.6833,7.67147,7.86452,7.86452,7.50255,7.50255,7.6956,7.50255,7.50255,7.50255,7.50255,7.50255,7.50255,7.50255,9.43636,9.23715,9.23715,9.23715,8.85522,8.85522,8.85522,8.85522,8.85522,8.85522,9.03874,9.03874,9.03874,9.03874,8.85522,8.85522,8.85522,8.85522,8.85522,8.85522,8.85522,8.85522,8.85522,9.22274,9.22274,9.22274,9.22274,9.22274,9.22274,9.22274,9.22274,9.22274,9.85326,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,7.90254,14.47992,14.47992,14.47992,14.47992,14.47992
MOTU_6_LS_con_L210,3.98825,3.98825,3.98825,3.98825,11.02352,6.51938,6.51938,6.51938,6.51938,11.5566,11.5566,11.5566,8.24039,8.24039,8.24039,0.0,0.0,6.90663,6.90663,6.90663,7.09675,6.90663,6.90663,6.90663,6.90663,6.90663,8.24039,8.24039,8.24039,8.24039,8.24039,11.14676,11.14676,11.14676,11.14676,11.14676,11.21177,11.21177,11.21177,11.21177,11.21177,11.21177,11.21177,11.21177,11.21177,11.95316,11.95316,11.95316,6.90663,6.90663,6.90663,7.08649,7.26682,7.26682,7.26682,6.90663,6.90663,7.09675,6.90663,6.90663,6.90663,6.90663,6.90663,6.90663,6.90663,7.84154,8.03459,8.03459,8.03459,7.27697,7.27697,7.27697,7.27697,7.27697,7.27697,7.45766,7.45766,7.45766,7.45766,7.27697,7.27697,7.27697,7.27697,7.27697,7.27697,7.27697,7.27697,7.27697,6.89674,6.89674,6.89674,6.89674,6.89674,6.89674,6.89674,6.89674,6.89674,9.22274,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,11.38359,11.38359,11.38359,11.38359,11.38359
MOTU_6_LS_con_L211,3.98825,3.98825,3.98825,3.98825,11.02352,6.51938,6.51938,6.51938,6.51938,11.5566,11.5566,11.5566,8.24039,8.24039,8.24039,0.0,0.0,6.90663,6.90663,6.90663,7.09675,6.90663,6.90663,6.90663,6.90663,6.90663,8.24039,8.24039,8.24039,8.24039,8.24039,11.14676,11.14676,11.14676,11.14676,11.14676,11.21177,11.21177,11.21177,11.21177,11.21177,11.21177,11.21177,11.21177,11.21177,11.95316,11.95316,11.95316,6.90663,6.90663,6.90663,7.08649,7.26682,7.26682,7.26682,6.90663,6.90663,7.09675,6.90663,6.90663,6.90663,6.90663,6.90663,6.90663,6.90663,7.84154,8.03459,8.03459,8.03459,7.27697,7.27697,7.27697,7.27697,7.27697,7.27697,7.45766,7.45766,7.45766,7.45766,7.27697,7.27697,7.27697,7.27697,7.27697,7.27697,7.27697,7.27697,7.27697,6.89674,6.89674,6.89674,6.89674,6.89674,6.89674,6.89674,6.89674,6.89674,9.22274,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,11.38359,11.38359,11.38359,11.38359,11.38359
MOTU_7_LS_elo_L1041,7.67147,7.67147,7.67147,7.67147,12.21348,7.28759,7.28759,7.28759,7.28759,12.54379,12.54379,12.54379,8.08395,8.08395,8.08395,6.90663,6.90663,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,8.47534,8.47534,8.47534,8.47534,8.47534,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,14.04702,14.04702,14.04702,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.79784,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,12.36896,12.36896,12.36896,12.36896,12.36896
MOTU_7_LS_elo_L1046,7.67147,7.67147,7.67147,7.67147,12.21348,7.28759,7.28759,7.28759,7.28759,12.54379,12.54379,12.54379,8.08395,8.08395,8.08395,6.90663,6.90663,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,8.47534,8.47534,8.47534,8.47534,8.47534,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,14.04702,14.04702,14.04702,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.79784,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,12.36896,12.36896,12.36896,12.36896,12.36896
MOTU_7_LS_elo_L1047,7.67147,7.67147,7.67147,7.67147,12.21348,7.28759,7.28759,7.28759,7.28759,12.54379,12.54379,12.54379,8.08395,8.08395,8.08395,6.90663,6.90663,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,8.47534,8.47534,8.47534,8.47534,8.47534,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,14.04702,14.04702,14.04702,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.79784,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,12.36896,12.36896,12.36896,12.36896,12.36896
MOTU_7_LS_elo_L287,7.86452,7.86452,7.86452,7.86452,12.42313,7.47916,7.47916,7.47916,7.47916,12.75299,12.75299,12.75299,8.27926,8.27926,8.27926,7.09675,7.09675,0.16695,0.16695,0.16695,0.0,0.16695,0.16695,0.16695,0.16695,0.16695,8.67219,8.67219,8.67219,8.67219,8.67219,12.12798,12.12798,12.12798,12.12798,12.12798,12.61464,12.61464,12.61464,12.61464,12.61464,12.61464,12.61464,12.61464,12.61464,14.263,14.263,14.263,3.79576,3.79576,3.79576,3.96948,4.14364,4.14364,4.14364,3.79576,3.79576,3.97529,3.79576,3.79576,3.79576,3.79576,3.79576,3.79576,3.79576,5.97535,5.78913,5.78913,5.78913,5.05845,5.05845,5.05845,5.05845,5.05845,5.05845,5.2346,5.2346,5.2346,5.2346,5.05845,5.05845,5.05845,5.05845,5.05845,5.05845,5.05845,5.05845,5.05845,7.47916,7.47916,7.47916,7.47916,7.47916,7.47916,7.47916,7.47916,7.47916,5.9844,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,2.91199,12.57816,12.57816,12.57816,12.57816,12.57816
MOTU_7_LS_elo_L300,7.67147,7.67147,7.67147,7.67147,12.21348,7.28759,7.28759,7.28759,7.28759,12.54379,12.54379,12.54379,8.08395,8.08395,8.08395,6.90663,6.90663,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,8.47534,8.47534,8.47534,8.47534,8.47534,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,14.04702,14.04702,14.04702,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.79784,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,12.36896,12.36896,12.36896,12.36896,12.36896
MOTU_7_LS_elo_L305,7.67147,7.67147,7.67147,7.67147,12.21348,7.28759,7.28759,7.28759,7.28759,12.54379,12.54379,12.54379,8.08395,8.08395,8.08395,6.90663,6.90663,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,8.47534,8.47534,8.47534,8.47534,8.47534,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,14.04702,14.04702,14.04702,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.79784,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,12.36896,12.36896,12.36896,12.36896,12.36896
MOTU_7_LS_elo_L307,7.67147,7.67147,7.67147,7.67147,12.21348,7.28759,7.28759,7.28759,7.28759,12.54379,12.54379,12.54379,8.08395,8.08395,8.08395,6.90663,6.90663,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,8.47534,8.47534,8.47534,8.47534,8.47534,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,14.04702,14.04702,14.04702,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.79784,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,12.36896,12.36896,12.36896,12.36896,12.36896
MOTU_7_LS_elo_L308,7.67147,7.67147,7.67147,7.67147,12.21348,7.28759,7.28759,7.28759,7.28759,12.54379,12.54379,12.54379,8.08395,8.08395,8.08395,6.90663,6.90663,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,8.47534,8.47534,8.47534,8.47534,8.47534,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,14.04702,14.04702,14.04702,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.79784,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,12.36896,12.36896,12.36896,12.36896,12.36896
MOTU_7_LS_elo_L309,7.67147,7.67147,7.67147,7.67147,12.21348,7.28759,7.28759,7.28759,7.28759,12.54379,12.54379,12.54379,8.08395,8.08395,8.08395,6.90663,6.90663,0.0,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,8.47534,8.47534,8.47534,8.47534,8.47534,11.92137,11.92137,11.92137,11.92137,11.92137,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,12.40455,14.04702,14.04702,14.04702,3.61687,3.61687,3.61687,3.79027,3.96411,3.96411,3.96411,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,3.61687,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,7.28759,5.79784,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,2.73593,12.36896,12.36896,12.36896,12.36896,12.36896
MOTU_8_LS_gar_L293,8.63101,8.63101,8.63101,8.63101,13.46391,9.02472,9.02472,9.02472,9.02472,15.09205,15.09205,15.09205,8.46152,8.46152,8.46152,8.24039,8.24039,8.47534,8.47534,8.47534,8.67219,8.47534,8.47534,8.47534,8.47534,8.47534,0.0,0.0,0.0,0.0,0.0,12.73615,12.73615,12.73615,12.73615,12.73615,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.38591,13.38591,13.38591,7.8894,7.8894,7.8894,8.07089,8.25287,8.25287,8.25287,7.8894,7.8894,8.08395,7.8894,7.8894,7.8894,7.8894,7.8894,7.8894,7.8894,8.64426,8.44818,8.44818,8.44818,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.86452,7.86452,7.86452,7.86452,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,10.25812,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,13.1923,13.1923,13.1923,13.1923,13.1923
MOTU_8_LS_gar_L294,8.63101,8.63101,8.63101,8.63101,13.46391,9.02472,9.02472,9.02472,9.02472,15.09205,15.09205,15.09205,8.46152,8.46152,8.46152,8.24039,8.24039,8.47534,8.47534,8.47534,8.67219,8.47534,8.47534,8.47534,8.47534,8.47534,0.0,0.0,0.0,0.0,0.0,12.73615,12.73615,12.73615,12.73615,12.73615,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.38591,13.38591,13.38591,7.8894,7.8894,7.8894,8.07089,8.25287,8.25287,8.25287,7.8894,7.8894,8.08395,7.8894,7.8894,7.8894,7.8894,7.8894,7.8894,7.8894,8.64426,8.44818,8.44818,8.44818,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.86452,7.86452,7.86452,7.86452,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,10.25812,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,13.1923,13.1923,13.1923,13.1923,13.1923
MOTU_8_LS_gar_L295,8.63101,8.63101,8.63101,8.63101,13.46391,9.02472,9.02472,9.02472,9.02472,15.09205,15.09205,15.09205,8.46152,8.46152,8.46152,8.24039,8.24039,8.47534,8.47534,8.47534,8.67219,8.47534,8.47534,8.47534,8.47534,8.47534,0.0,0.0,0.0,0.0,0.0,12.73615,12.73615,12.73615,12.73615,12.73615,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.38591,13.38591,13.38591,7.8894,7.8894,7.8894,8.07089,8.25287,8.25287,8.25287,7.8894,7.8894,8.08395,7.8894,7.8894,7.8894,7.8894,7.8894,7.8894,7.8894,8.64426,8.44818,8.44818,8.44818,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.86452,7.86452,7.86452,7.86452,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,10.25812,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,13.1923,13.1923,13.1923,13.1923,13.1923
MOTU_8_LS_gar_L296,8.63101,8.63101,8.63101,8.63101,13.46391,9.02472,9.02472,9.02472,9.02472,15.09205,15.09205,15.09205,8.46152,8.46152,8.46152,8.24039,8.24039,8.47534,8.47534,8.47534,8.67219,8.47534,8.47534,8.47534,8.47534,8.47534,0.0,0.0,0.0,0.0,0.0,12.73615,12.73615,12.73615,12.73615,12.73615,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.38591,13.38591,13.38591,7.8894,7.8894,7.8894,8.07089,8.25287,8.25287,8.25287,7.8894,7.8894,8.08395,7.8894,7.8894,7.8894,7.8894,7.8894,7.8894,7.8894,8.64426,8.44818,8.44818,8.44818,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.86452,7.86452,7.86452,7.86452,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,10.25812,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,13.1923,13.1923,13.1923,13.1923,13.1923
